hubspot_id,name,domain,segment,industry,mrr,currency,signup_date,csm_owner,plan,state,churn_date,mrr_mxn,mrr_original,currency_original,mrr_source,mrr_confidence
HS-100422,Alonso-Paredes S.C.,alonsoparede179.com.mx,Mid-Market,Servicios Financieros,14247.00,MXN,2023-08-19,Jorge Ibarra,Pro,Puebla,,14247.00,14247.00,MXN,crm,none
HS-100423,"Proyectos León, Salazar y Noriega",proyectos645.com.mx,SMB,Educación,3511.00,MXN,2023-01-15,Jorge Ibarra,Basico,CDMX,,3511.00,3511.00,MXN,crm,none
HS-100424,Limón y Vanegas A.C.,limón629.com.mx,SMB,Agroindustria,3616.00,MXN,2022-07-27,Ana Ruiz,Basico,Puebla,,3616.00,3616.00,MXN,crm,none
HS-100425,"Villareal, Mateo y Griego",villareal286.com.mx,SMB,Construcción,8163.00,MXN,2022-08-06,Luis Peña,Basico,Guanajuato,2024-04-06,8163.00,8163.00,MXN,crm,none
HS-100426,Villarreal y Asociados,villarreal202.com.mx,SMB,Salud,5748.00,MXN,2024-03-13,Jorge Ibarra,Basico,Chihuahua,,5748.00,5748.00,MXN,crm,none
HS-100427,Nieves S.A. de C.V.,nieves321.com.mx,SMB,Automotriz,6890.00,MXN,2023-06-11,Ana Ruiz,Basico,Guanajuato,,6890.00,6890.00,MXN,crm,none
HS-100428,Industrias Delgadillo-Zapata,industrias866.com.mx,Enterprise,Salud,81329.00,MXN,2023-07-02,Diego Ortega,Premium,Querétaro,,81329.00,81329.00,MXN,crm,none
HS-100429,Industrias Cazares-Navarro,industrias605.com.mx,SMB,Hospitalidad,2694.00,MXN,2023-12-27,Ana Ruiz,Basico,Nuevo León,2024-04-04,2694.00,2694.00,MXN,crm,none
HS-100430,"Alonso, Bañuelos y Paredes",alonso711.com.mx,SMB,Salud,3158.00,MXN,2023-06-26,Luis Peña,Basico,Sonora,,3158.00,3158.00,MXN,crm,none
HS-100431,Márquez-Coronado,márquezcoron434.com.mx,SMB,Educación,3521.00,MXN,2022-03-08,Fernanda Solís,Basico,Nuevo León,,3521.00,3521.00,MXN,crm,none
HS-100432,Cavazos-Figueroa,cavazosfigue171.com.mx,Mid-Market,Servicios Financieros,18464.00,MXN,2023-07-17,Diego Ortega,Pro,Yucatán,,18464.00,18464.00,MXN,crm,none
HS-100433,"Duarte, Guillen y Gaona",duarte55.com.mx,Mid-Market,Hospitalidad,9314.00,MXN,2023-09-08,Diego Ortega,Pro,Estado de México,,9314.00,9314.00,MXN,crm,none
HS-100434,Santillán y Abreu e Hijos,santillán518.com.mx,SMB,Servicios Financieros,7349.00,MXN,2023-01-18,Jorge Ibarra,Basico,Yucatán,,7349.00,7349.00,MXN,crm,none
HS-100435,Corporacin Galindo-Niño,corporacin172.com.mx,SMB,Alimentos,2677.00,MXN,2022-12-17,Luis Peña,Basico,Querétaro,,2677.00,2677.00,MXN,crm,none
HS-100436,Laboy-Aguilar e Hijos,laboyaguilar282.com.mx,Mid-Market,Manufactura,26616.00,MXN,2024-04-17,Jorge Ibarra,Pro,Sonora,,26616.00,26616.00,MXN,crm,none
HS-100437,Meléndez S.A. de C.V.,meléndez792.com.mx,SMB,Agroindustria,8274.00,MXN,2022-12-06,Carla Nuñez,Basico,Jalisco,,8274.00,8274.00,MXN,crm,none
HS-100438,Aparicio S. R.L. de C.V.,aparicio794.com.mx,Mid-Market,Logística,21021.00,MXN,2024-05-02,Ana Ruiz,Pro,Yucatán,,21021.00,21021.00,MXN,crm,none
HS-100439,"Prieto, Alejandro y Tamayo",prieto224.com.mx,Mid-Market,Servicios Financieros,12355.00,MXN,2024-04-21,Diego Ortega,Pro,Puebla,,12355.00,12355.00,MXN,crm,none
HS-100440,Montoya S.A.,montoya896.com.mx,SMB,Logística,2264.00,MXN,2022-08-11,Diego Ortega,Basico,Jalisco,,2264.00,2264.00,MXN,crm,none
HS-100441,"Grupo Jáquez, Pulido y Sánchez",grupo887.com.mx,SMB,Alimentos,2961.00,MXN,2024-04-11,Carla Nuñez,Basico,Guanajuato,,2961.00,2961.00,MXN,crm,none
HS-100442,"Toro, Paredes y Montenegro",toro625.com.mx,Enterprise,Agroindustria,38877.00,MXN,2022-08-21,Diego Ortega,Premium,Puebla,,38877.00,38877.00,MXN,crm,none
HS-100443,Corporacin Menéndez-Castañeda,corporacin825.com.mx,SMB,Construcción,2486.00,MXN,2024-02-01,Carla Nuñez,Basico,Chihuahua,,2486.00,2486.00,MXN,crm,none
HS-100444,Robles S.A. de C.V.,robles332.com.mx,SMB,Tecnología,143689.50,MXN,2022-05-23,Diego Ortega,Basico,Chihuahua,,143689.50,7767.00,USD,crm,none
HS-100445,"Bueno, Dávila y Sáenz",bueno835.com.mx,Mid-Market,Automotriz,13442.00,MXN,2022-12-06,Ana Ruiz,Pro,Querétaro,,13442.00,13442.00,MXN,crm,none
HS-100446,Despacho Flórez-Hernandes,despacho130.com.mx,Enterprise,Automotriz,44362.00,MXN,2022-03-28,Marta Díaz,Premium,Puebla,,44362.00,44362.00,MXN,crm,none
HS-100447,Amaya y Razo e Hijos,amaya403.com.mx,Enterprise,Automotriz,65842.00,MXN,2023-05-09,Fernanda Solís,Premium,Estado de México,,65842.00,65842.00,MXN,crm,none
HS-100448,Rentería-Madera,renteríamade463.com.mx,Mid-Market,Educación,144600.00,MXN,2024-01-01,Marta Díaz,Pro,Guanajuato,,144600.00,,MXN,imputed_from_deal,medium
HS-100449,Escalante y Aguilera A.C.,escalante974.com.mx,SMB,Alimentos,5998.00,MXN,2022-10-06,Fernanda Solís,Basico,Yucatán,2023-03-10,5998.00,5998.00,MXN,crm,none
HS-100450,"Lerma, Juárez y Bonilla",lerma681.com.mx,SMB,Automotriz,142672.00,MXN,2023-03-27,Jorge Ibarra,Basico,Puebla,2024-02-23,142672.00,7712.00,USD,crm,none
HS-100451,Rentería-Contreras,renteríacont845.com.mx,Mid-Market,Educación,25210.00,MXN,2024-02-06,Marta Díaz,Pro,Guanajuato,,25210.00,25210.00,MXN,crm,none
HS-100452,"Corporacin Vanegas, Esparza y Villalpando",corporacin592.com.mx,Mid-Market,Servicios Financieros,27551.00,MXN,2024-05-06,Marta Díaz,Pro,CDMX,,27551.00,,MXN,imputed_from_deal,medium
HS-100453,Madrid S.A.,madrid102.com.mx,SMB,Manufactura,7129.00,MXN,2023-03-29,Jorge Ibarra,Basico,Yucatán,2023-08-16,7129.00,7129.00,MXN,crm,none
HS-100454,Despacho Gamboa y Espinoza,despacho982.com.mx,Enterprise,Manufactura,73127.00,MXN,2024-01-22,Fernanda Solís,Premium,Querétaro,,73127.00,73127.00,MXN,crm,none
HS-100455,Proyectos Frías-Sánchez,proyectos896.com.mx,SMB,Tecnología,4244.00,MXN,2022-06-14,Ana Ruiz,Basico,Guanajuato,,4244.00,4244.00,MXN,crm,none
HS-100456,Verdugo y Esquibel S.C.,verdugo926.com.mx,SMB,Automotriz,7315.00,MXN,2022-01-02,Marta Díaz,Basico,Puebla,,7315.00,7315.00,MXN,crm,none
HS-100457,Tórrez-Polanco,tórrezpolanc672.com.mx,SMB,Educación,2747.00,MXN,2023-01-04,Luis Peña,Basico,Sonora,2023-04-13,2747.00,2747.00,MXN,crm,none
HS-100458,Laureano y Moreno S.A.,laureano532.com.mx,SMB,Construcción,7570.00,MXN,2023-12-27,Diego Ortega,Basico,Jalisco,2024-04-08,7570.00,7570.00,MXN,crm,none
HS-100459,Magaña y Peres y Asociados,magaña711.com.mx,SMB,Educación,3082.00,MXN,2022-02-28,Ana Ruiz,Basico,Jalisco,,3082.00,3082.00,MXN,crm,none
HS-100460,Rojas y Marrero e Hijos,rojas321.com.mx,SMB,Retail,5011.00,MXN,2023-03-29,Diego Ortega,Basico,Nuevo León,,5011.00,5011.00,MXN,crm,none
HS-100461,Chavarría-Cedillo,chavarríaced694.com.mx,SMB,Automotriz,3170.00,MXN,2022-03-13,Carla Nuñez,Basico,Nuevo León,,3170.00,3170.00,MXN,crm,none
HS-100462,Bahena-Dávila,bahenadávila360.com.mx,Mid-Market,Alimentos,15981.00,MXN,2024-04-10,Jorge Ibarra,Pro,Sonora,,15981.00,15981.00,MXN,crm,none
HS-100463,Club Toro y Tafoya,club454.com.mx,Mid-Market,Automotriz,11840.00,MXN,2023-08-01,Carla Nuñez,Pro,Estado de México,2023-12-02,11840.00,11840.00,MXN,crm,none
HS-100464,"Lovato, Cortés y Abreu",lovato987.com.mx,Mid-Market,Salud,19305.00,MXN,2023-03-25,Marta Díaz,Pro,Jalisco,,19305.00,19305.00,MXN,crm,none
HS-100465,Bravo-Terán,bravoterán567.com.mx,Enterprise,Construcción,79050.00,MXN,2022-02-07,Ana Ruiz,Premium,Querétaro,,79050.00,,MXN,imputed_from_deal,medium
HS-100466,"Industrias Esquivel, Olivares y Casárez",industrias531.com.mx,SMB,Construcción,6971.00,MXN,2022-10-21,Marta Díaz,Basico,CDMX,,6971.00,6971.00,MXN,crm,none
HS-100467,Olivas-Casas,olivascasas507.com.mx,SMB,Construcción,5161.00,MXN,2023-07-02,Carla Nuñez,Basico,Jalisco,,5161.00,5161.00,MXN,crm,none
HS-100468,Montalvo y Márquez y Asociados,montalvo911.com.mx,Mid-Market,Servicios Financieros,20832.00,MXN,2022-05-25,Jorge Ibarra,Pro,Sonora,,20832.00,20832.00,MXN,crm,none
HS-100469,Calderón S.A.,calderón375.com.mx,SMB,Educación,119787.50,MXN,2024-05-08,Diego Ortega,Basico,Jalisco,,119787.50,6475.00,USD,crm,none
HS-100470,Bétancourt-Sánchez y Asociados,bétancourtsá602.com.mx,Enterprise,Manufactura,45182.00,MXN,2022-12-11,Ana Ruiz,Premium,Estado de México,,45182.00,45182.00,MXN,crm,none
HS-100471,"Corporacin Villalpando, Parra y Barajas",corporacin294.com.mx,SMB,Servicios Financieros,7149.00,MXN,2023-01-26,Fernanda Solís,Basico,Estado de México,,7149.00,7149.00,MXN,crm,none
HS-100472,Industrias Delgadillo-Vaca,industrias656.com.mx,Enterprise,Retail,68373.00,MXN,2024-04-04,Ana Ruiz,Premium,Querétaro,,68373.00,68373.00,MXN,crm,none
HS-100473,Medina-Mena,medinamena524.com.mx,SMB,Retail,3664.00,MXN,2023-11-19,Carla Nuñez,Basico,Jalisco,,3664.00,3664.00,MXN,crm,none
HS-100474,"Barraza, Naranjo y Valdez",barraza716.com.mx,Enterprise,Logística,31794.00,MXN,2023-02-02,Jorge Ibarra,Premium,Jalisco,,31794.00,31794.00,MXN,crm,none
HS-100475,"Corporacin Moreno, Luevano y Burgos",corporacin627.com.mx,SMB,Alimentos,129259.50,MXN,2022-07-18,Fernanda Solís,Basico,Nuevo León,,129259.50,6987.00,USD,crm,none
HS-100476,Grupo Alba-Toledo,grupo13.com.mx,Enterprise,Retail,73973.00,MXN,2024-06-11,Jorge Ibarra,Premium,Guanajuato,,73973.00,73973.00,MXN,crm,none
HS-100477,Romero-Franco A.C.,romerofranco530.com.mx,SMB,Servicios Financieros,8414.00,MXN,2023-04-25,Fernanda Solís,Basico,Querétaro,,8414.00,8414.00,MXN,crm,none
HS-100478,Luevano y Lucero S.A.,luevano908.com.mx,Mid-Market,Agroindustria,9961.00,MXN,2022-03-12,Marta Díaz,Pro,Chihuahua,,9961.00,9961.00,MXN,crm,none
HS-100479,Industrias Gurule-Holguín,industrias270.com.mx,Enterprise,Retail,69125.00,MXN,2023-02-11,Jorge Ibarra,Premium,Chihuahua,,69125.00,69125.00,MXN,crm,none
HS-100480,"Ceja, Sanches y Berríos",ceja57.com.mx,SMB,Salud,6092.00,MXN,2023-12-19,Marta Díaz,Basico,Jalisco,,6092.00,6092.00,MXN,crm,none
HS-100481,Ozuna y Castillo y Asociados,ozuna691.com.mx,Mid-Market,Hospitalidad,12779.00,MXN,2023-03-12,Ana Ruiz,Pro,CDMX,,12779.00,12779.00,MXN,crm,none
HS-100482,Solorio y Cisneros A.C.,solorio251.com.mx,Mid-Market,Manufactura,452473.00,MXN,2023-08-02,Luis Peña,Pro,Nuevo León,,452473.00,24458.00,USD,crm,none
HS-100483,Gamez-Otero,gamezotero567.com.mx,SMB,Manufactura,8579.00,MXN,2023-01-19,Jorge Ibarra,Basico,Guanajuato,,8579.00,8579.00,MXN,crm,none
HS-100484,Ibarra e Hijos,ibarra846.com.mx,Mid-Market,Logística,27728.00,MXN,2022-12-27,Ana Ruiz,Pro,Nuevo León,2024-02-04,27728.00,27728.00,MXN,crm,none
HS-100485,"Segura, Zamudio y Baca",segura824.com.mx,Mid-Market,Construcción,10504.00,MXN,2023-03-02,Diego Ortega,Pro,Querétaro,2023-12-25,10504.00,10504.00,MXN,crm,none
HS-100486,Club Nieto-Gaona,club336.com.mx,Enterprise,Logística,57933.00,MXN,2023-12-16,Marta Díaz,Premium,Sonora,2024-04-05,57933.00,57933.00,MXN,crm,none
HS-100487,Jurado-Aguilar,juradoaguila758.com.mx,SMB,Logística,7101.00,MXN,2024-06-29,Jorge Ibarra,Basico,Puebla,,7101.00,7101.00,MXN,crm,none
HS-100488,Mojica-Ruelas,mojicaruelas923.com.mx,SMB,Agroindustria,6477.00,MXN,2023-01-06,Ana Ruiz,Basico,Puebla,2023-10-02,6477.00,6477.00,MXN,crm,none
HS-100489,"Laboratorios Cardona, Prado y Valverde",laboratorios355.com.mx,Enterprise,Servicios Financieros,49955.00,MXN,2024-02-23,Diego Ortega,Premium,Querétaro,2024-06-10,49955.00,49955.00,MXN,crm,none
HS-100490,Manzanares y Zapata y Asociados,manzanares211.com.mx,Enterprise,Retail,55513.00,MXN,2022-01-11,Ana Ruiz,Premium,Nuevo León,,55513.00,55513.00,MXN,crm,none
HS-100491,Espinal-Coronado,espinalcoron287.com.mx,SMB,Agroindustria,2762.00,MXN,2024-03-29,Diego Ortega,Basico,Chihuahua,,2762.00,2762.00,MXN,crm,none
HS-100492,Medrano-Coronado,medranocoron718.com.mx,Mid-Market,Educación,24022.00,MXN,2022-08-18,Carla Nuñez,Pro,Nuevo León,2023-01-22,24022.00,24022.00,MXN,crm,none
HS-100493,Menchaca-Suárez S.C.,menchacasuár840.com.mx,SMB,Automotriz,5230.00,MXN,2022-08-07,Jorge Ibarra,Basico,Nuevo León,,5230.00,5230.00,MXN,crm,none
HS-100494,Rosario-Delgado,rosariodelga299.com.mx,SMB,Construcción,4138.00,MXN,2024-03-01,Fernanda Solís,Basico,Guanajuato,,4138.00,4138.00,MXN,crm,none
HS-100495,Meza y Riojas y Asociados,meza464.com.mx,SMB,Salud,4227.00,MXN,2022-10-19,Luis Peña,Basico,Sonora,,4227.00,4227.00,MXN,crm,none
HS-100496,Grupo Salcedo-Valles,grupo160.com.mx,SMB,Retail,2865.00,MXN,2024-03-06,Jorge Ibarra,Basico,Jalisco,,2865.00,2865.00,MXN,crm,none
HS-100497,Club Ávila y Trujillo,club367.com.mx,Mid-Market,Servicios Financieros,15803.00,MXN,2022-10-02,Marta Díaz,Pro,Jalisco,,15803.00,15803.00,MXN,crm,none
HS-100498,"Club Saldaña, Lira y Heredia",club162.com.mx,SMB,Retail,8615.00,MXN,2023-04-13,Carla Nuñez,Basico,CDMX,,8615.00,8615.00,MXN,crm,none
HS-100499,"Industrias Juárez, Portillo y Serrano",industrias856.com.mx,Enterprise,Construcción,33977.00,MXN,2023-07-12,Marta Díaz,Premium,Estado de México,,33977.00,33977.00,MXN,crm,none
HS-100500,Arenas e Hijos,arenas51.com.mx,Enterprise,Servicios Financieros,45050.00,MXN,2022-02-09,Luis Peña,Premium,CDMX,,45050.00,,MXN,imputed_from_deal,high
HS-100501,Villalpando A.C.,villalpando876.com.mx,Mid-Market,Educación,27217.00,MXN,2024-04-27,Ana Ruiz,Pro,Yucatán,,27217.00,27217.00,MXN,crm,none
HS-100502,Baeza y Segovia S.A. de C.V.,baeza824.com.mx,SMB,Retail,8502.00,MXN,2024-03-13,Luis Peña,Basico,Nuevo León,2024-06-30,8502.00,8502.00,MXN,crm,none
HS-100503,Zambrano-Cabán S.C.,zambranocabá844.com.mx,SMB,Construcción,5281.00,MXN,2023-07-04,Fernanda Solís,Basico,Jalisco,,5281.00,5281.00,MXN,crm,none
HS-100504,Baeza S.A. de C.V.,baeza601.com.mx,Mid-Market,Hospitalidad,11457.00,MXN,2022-09-10,Luis Peña,Pro,Yucatán,,11457.00,11457.00,MXN,crm,none
HS-100505,Magaña-Sevilla,magañasevill95.com.mx,Mid-Market,Tecnología,19864.00,MXN,2022-11-06,Ana Ruiz,Pro,Nuevo León,2024-04-21,19864.00,19864.00,MXN,crm,none
HS-100506,Robles y Saldivar S.A.,robles444.com.mx,SMB,Hospitalidad,8731.00,MXN,2022-03-15,Jorge Ibarra,Basico,Nuevo León,2024-04-12,8731.00,8731.00,MXN,crm,none
HS-100507,"Escamilla, Malave y Garrido",escamilla220.com.mx,Enterprise,Salud,46340.00,MXN,2024-03-04,Luis Peña,Premium,CDMX,,46340.00,46340.00,MXN,crm,none
HS-100508,Porras-Arredondo S.A.,porrasarredo635.com.mx,Mid-Market,Hospitalidad,17053.00,MXN,2024-06-19,Jorge Ibarra,Pro,Chihuahua,,17053.00,17053.00,MXN,crm,none
HS-100509,Maestas-Bustos A.C.,maestasbusto63.com.mx,Enterprise,Alimentos,53101.00,MXN,2024-06-12,Luis Peña,Premium,Chihuahua,,53101.00,53101.00,MXN,crm,none
HS-100510,"Escobedo, Guzmán y Montaño",escobedo646.com.mx,Mid-Market,Construcción,26814.00,MXN,2022-12-27,Diego Ortega,Pro,Guanajuato,2023-09-08,26814.00,26814.00,MXN,crm,none
HS-100511,Saldaña y Munguía e Hijos,saldaña558.com.mx,Mid-Market,Alimentos,24881.00,MXN,2024-05-03,Carla Nuñez,Pro,Guanajuato,,24881.00,24881.00,MXN,crm,none
HS-100512,Despacho Olivárez y Toro,despacho277.com.mx,SMB,Educación,3473.00,MXN,2022-02-11,Ana Ruiz,Basico,Querétaro,,3473.00,3473.00,MXN,crm,none
HS-100513,Proyectos Carrasco-Cabrera,proyectos829.com.mx,Enterprise,Manufactura,51424.00,MXN,2023-05-10,Luis Peña,Premium,Nuevo León,,51424.00,51424.00,MXN,crm,none
HS-100514,"Club Samaniego, Rosado y Arias",club254.com.mx,Mid-Market,Retail,16902.00,MXN,2022-09-01,Diego Ortega,Pro,CDMX,,16902.00,16902.00,MXN,crm,none
HS-100515,de la Fuente y Olivárez A.C.,de590.com.mx,SMB,Construcción,8934.00,MXN,2023-06-30,Diego Ortega,Basico,Nuevo León,,8934.00,8934.00,MXN,crm,none
HS-100516,Naranjo-Limón A.C.,naranjolimón243.com.mx,SMB,Tecnología,6853.00,MXN,2022-03-11,Marta Díaz,Basico,Sonora,,6853.00,6853.00,MXN,crm,none
HS-100517,de la Torre-Rosas,de721.com.mx,SMB,Manufactura,143153.00,MXN,2023-10-04,Carla Nuñez,Basico,Puebla,,143153.00,7738.00,USD,crm,none
HS-100518,Gaitán-Delgadillo,gaitándelgad556.com.mx,Mid-Market,Alimentos,14752.00,MXN,2022-06-08,Luis Peña,Pro,Sonora,2022-10-03,14752.00,14752.00,MXN,crm,none
HS-100519,Amaya y Vázquez y Asociados,amaya21.com.mx,Enterprise,Construcción,28044.00,MXN,2023-07-01,Carla Nuñez,Premium,Puebla,,28044.00,28044.00,MXN,crm,none
HS-100520,Peralta-Cabán,peraltacabán349.com.mx,SMB,Tecnología,7873.00,MXN,2022-01-24,Diego Ortega,Basico,Guanajuato,,7873.00,7873.00,MXN,crm,none
HS-100521,Rosas-Rojas e Hijos,rosasrojas23.com.mx,Mid-Market,Manufactura,13641.00,MXN,2022-06-17,Diego Ortega,Pro,Guanajuato,2024-02-05,13641.00,13641.00,MXN,crm,none
HS-100522,"Viera, Griego y Vásquez",viera383.com.mx,SMB,Retail,7771.00,MXN,2022-01-22,Marta Díaz,Basico,Nuevo León,2023-01-26,7771.00,7771.00,MXN,crm,none
HS-100523,"Corporacin Borrego, Torres y Lomeli",corporacin750.com.mx,Enterprise,Tecnología,70544.00,MXN,2023-02-14,Fernanda Solís,Premium,Chihuahua,,70544.00,,MXN,imputed_from_deal,medium
HS-100524,Industrias Reyna-Feliciano,industrias911.com.mx,Mid-Market,Agroindustria,20692.00,MXN,2022-01-31,Diego Ortega,Pro,Nuevo León,,20692.00,20692.00,MXN,crm,none
HS-100525,Fernández S.C.,fernández315.com.mx,Mid-Market,Educación,18650.00,MXN,2024-05-27,Ana Ruiz,Pro,Sonora,,18650.00,18650.00,MXN,crm,none
HS-100526,"Arellano, Abrego y Carrero",arellano872.com.mx,SMB,Educación,8314.00,MXN,2023-09-05,Diego Ortega,Basico,Sonora,2024-01-24,8314.00,8314.00,MXN,crm,none
HS-100527,"Grupo Lira, Maya y Vera",grupo655.com.mx,SMB,Construcción,6632.00,MXN,2022-09-14,Marta Díaz,Basico,Jalisco,,6632.00,6632.00,MXN,crm,none
HS-100528,"Club Segovia, Santana y Vela",club356.com.mx,SMB,Construcción,4617.00,MXN,2023-07-27,Ana Ruiz,Basico,Guanajuato,,4617.00,4617.00,MXN,crm,none
HS-100529,Vaca y Borrego S. R.L. de C.V.,vaca12.com.mx,SMB,Alimentos,4172.00,MXN,2023-11-20,Marta Díaz,Basico,Querétaro,,4172.00,4172.00,MXN,crm,none
HS-100530,"Despacho Montalvo, Garza y Salazar",despacho738.com.mx,Mid-Market,Retail,10577.00,MXN,2022-03-27,Jorge Ibarra,Pro,Nuevo León,,10577.00,10577.00,MXN,crm,none
HS-100531,Zelaya S. R.L. de C.V.,zelaya505.com.mx,Mid-Market,Educación,20509.00,MXN,2024-04-11,Diego Ortega,Pro,Yucatán,,20509.00,20509.00,MXN,crm,none
HS-100532,Industrias Calderón y Casares,industrias667.com.mx,Enterprise,Hospitalidad,38659.00,MXN,2024-02-23,Diego Ortega,Premium,CDMX,,38659.00,38659.00,MXN,crm,none
HS-100533,"Rivero, Castellanos y Anaya",rivero21.com.mx,Enterprise,Logística,644965.50,MXN,2024-06-10,Luis Peña,Premium,Estado de México,,644965.50,34863.00,USD,crm,none
HS-100534,Saldivar y Rojo S.A.,saldivar750.com.mx,Mid-Market,Tecnología,26925.00,MXN,2022-01-24,Ana Ruiz,Pro,Guanajuato,,26925.00,26925.00,MXN,crm,none
HS-100535,Valle-Valencia S.C.,vallevalenci629.com.mx,Mid-Market,Hospitalidad,10015.00,MXN,2022-08-04,Luis Peña,Pro,Sonora,,10015.00,10015.00,MXN,crm,none
HS-100536,Guajardo y Chacón S.A.,guajardo161.com.mx,Enterprise,Educación,49698.00,MXN,2022-10-03,Luis Peña,Premium,Estado de México,,49698.00,49698.00,MXN,crm,none
HS-100537,Casanova S.A.,casanova568.com.mx,Mid-Market,Agroindustria,26698.00,MXN,2022-03-07,Marta Díaz,Pro,Puebla,,26698.00,26698.00,MXN,crm,none
HS-100538,Alvarez y Salcido S.A. de C.V.,alvarez51.com.mx,SMB,Retail,5218.00,MXN,2023-02-03,Luis Peña,Basico,CDMX,,5218.00,5218.00,MXN,crm,none
HS-100539,Laboratorios Sandoval-Tijerina,laboratorios4.com.mx,SMB,Salud,5502.00,MXN,2022-11-24,Fernanda Solís,Basico,Sonora,,5502.00,5502.00,MXN,crm,none
HS-100540,Hernádez y Córdova S. R.L. de C.V.,hernádez205.com.mx,SMB,Alimentos,2794.00,MXN,2023-09-20,Ana Ruiz,Basico,Yucatán,2024-02-01,2794.00,2794.00,MXN,crm,none
HS-100541,Arevalo-Orta,arevaloorta316.com.mx,Enterprise,Retail,58863.00,MXN,2022-02-23,Fernanda Solís,Premium,Querétaro,,58863.00,58863.00,MXN,crm,none
HS-100542,Sepúlveda y Cisneros y Asociados,sepúlveda658.com.mx,Mid-Market,Retail,21698.00,MXN,2023-03-24,Jorge Ibarra,Pro,Guanajuato,,21698.00,21698.00,MXN,crm,none
HS-100543,Tijerina y Rangel A.C.,tijerina457.com.mx,SMB,Tecnología,2365.00,MXN,2022-10-22,Luis Peña,Basico,Querétaro,,2365.00,2365.00,MXN,crm,none
HS-100544,Zamora-Luna,zamoraluna64.com.mx,Mid-Market,Hospitalidad,12168.00,MXN,2023-06-16,Diego Ortega,Pro,Chihuahua,,12168.00,12168.00,MXN,crm,none
HS-100545,"Cervántez, Esparza y Oquendo",cervántez995.com.mx,Mid-Market,Educación,16455.00,MXN,2023-03-08,Diego Ortega,Pro,Chihuahua,2023-11-21,16455.00,16455.00,MXN,crm,none
HS-100546,"Tejada, Cortez y León",tejada989.com.mx,SMB,Educación,6386.00,MXN,2023-02-19,Jorge Ibarra,Basico,Querétaro,,6386.00,6386.00,MXN,crm,none
HS-100547,Godoy y Fierro y Asociados,godoy405.com.mx,SMB,Retail,8995.00,MXN,2022-03-27,Carla Nuñez,Basico,Sonora,,8995.00,8995.00,MXN,crm,none
HS-100548,Balderas-Espinoza e Hijos,balderasespi636.com.mx,Mid-Market,Automotriz,12941.00,MXN,2024-02-16,Luis Peña,Pro,Puebla,,12941.00,12941.00,MXN,crm,none
HS-100549,Varela-Gallegos,varelagalleg130.com.mx,SMB,Construcción,2349.00,MXN,2023-09-25,Jorge Ibarra,Basico,Puebla,,2349.00,2349.00,MXN,crm,none
HS-100550,Ledesma-Rolón S.A.,ledesmarolón152.com.mx,Mid-Market,Automotriz,17450.00,MXN,2024-04-09,Diego Ortega,Pro,Jalisco,,17450.00,17450.00,MXN,crm,none
HS-100551,Club Cuellar-Leiva,club398.com.mx,SMB,Retail,6557.00,MXN,2022-03-21,Marta Díaz,Basico,Chihuahua,,6557.00,6557.00,MXN,crm,none
HS-100552,Laboratorios Ramírez y Villalpando,laboratorios940.com.mx,Mid-Market,Alimentos,26123.00,MXN,2023-05-20,Jorge Ibarra,Pro,Nuevo León,,26123.00,26123.00,MXN,crm,none
HS-100553,Nava S.C.,nava581.com.mx,Mid-Market,Tecnología,12283.00,MXN,2024-03-31,Diego Ortega,Pro,Querétaro,2024-06-05,12283.00,,MXN,imputed_from_deal,high
HS-100554,Laboratorios Olivárez-Camarillo,laboratorios902.com.mx,Mid-Market,Servicios Financieros,22464.00,MXN,2023-11-28,Jorge Ibarra,Pro,Sonora,,22464.00,22464.00,MXN,crm,none
HS-100555,"Proyectos González, Carrasco y Rivera",proyectos485.com.mx,Mid-Market,Hospitalidad,14642.00,MXN,2022-08-03,Carla Nuñez,Pro,Sonora,,14642.00,14642.00,MXN,crm,none
HS-100556,Corporacin Porras-Regalado,corporacin711.com.mx,SMB,Automotriz,5290.00,MXN,2024-03-17,Marta Díaz,Basico,Puebla,,5290.00,5290.00,MXN,crm,none
HS-100557,"Ocampo, Osorio y Oquendo",ocampo764.com.mx,SMB,Manufactura,5892.00,MXN,2023-05-06,Marta Díaz,Basico,Querétaro,,5892.00,5892.00,MXN,crm,none
HS-100558,de la Rosa-Molina,de288.com.mx,SMB,Logística,8904.00,MXN,2022-11-21,Ana Ruiz,Basico,Puebla,,8904.00,8904.00,MXN,crm,none
HS-100559,"Corporacin Valdez, Samaniego y Sotelo",corporacin308.com.mx,Mid-Market,Tecnología,23519.00,MXN,2023-07-15,Marta Díaz,Pro,Estado de México,,23519.00,23519.00,MXN,crm,none
HS-100560,Velásquez y Anaya S. R.L. de C.V.,velásquez662.com.mx,Mid-Market,Hospitalidad,15158.00,MXN,2023-02-22,Diego Ortega,Pro,Estado de México,,15158.00,15158.00,MXN,crm,none
HS-100561,"Corporacin Almanza, Vargas y Benavides",corporacin497.com.mx,Mid-Market,Agroindustria,25924.00,MXN,2024-02-23,Ana Ruiz,Pro,Chihuahua,,25924.00,25924.00,MXN,crm,none
HS-100562,"Mejía, Paredes y Vargas",mejía68.com.mx,SMB,Tecnología,4548.00,MXN,2023-08-13,Luis Peña,Basico,Puebla,2023-10-26,4548.00,4548.00,MXN,crm,none
